epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
2,35.8249,1.53595,2.18902,1.17965,0.16069,0.15969,0.16266,0.06582,1.96869,3.88353,1.51062,0.0570421,4.21486e-05,4.21486e-05
3,54.961,1.48496,1.57332,1.1302,0.14281,0.64295,0.37172,0.22222,1.38118,3.24896,1.11706,0.0350624,6.2426e-05,6.2426e-05
4,72.1059,1.43144,1.43884,1.10782,0.75565,0.30049,0.44809,0.27882,1.29942,2.03099,1.05782,0.0130818,8.18322e-05,8.18322e-05
5,90.5167,1.38844,1.33311,1.08265,0.76877,0.42277,0.49917,0.31316,1.22111,1.40827,1.06494,9.208e-05,9.208e-05,9.208e-05
6,107.6,1.34062,1.23468,1.0429,0.66308,0.49678,0.55326,0.35091,1.17066,1.17955,1.03284,9.01e-05,9.01e-05,9.01e-05
7,125.817,1.37227,1.18088,1.04843,0.65601,0.57507,0.62808,0.38675,1.17247,1.02048,1.02574,8.812e-05,8.812e-05,8.812e-05
8,143.585,1.3233,1.11952,1.04596,0.6882,0.62018,0.64562,0.40771,1.11149,0.94719,1.00683,8.614e-05,8.614e-05,8.614e-05
9,160.584,1.29294,1.07111,1.03952,0.68528,0.66534,0.70633,0.43685,1.13461,0.88469,1.01531,8.416e-05,8.416e-05,8.416e-05
10,180.222,1.26385,0.99329,1.02137,0.79305,0.65155,0.73596,0.45875,1.13396,0.8511,1.00392,8.218e-05,8.218e-05,8.218e-05
11,197.417,1.2659,0.97315,1.01639,0.82483,0.65408,0.74931,0.46492,1.08144,0.82541,0.99223,8.02e-05,8.02e-05,8.02e-05
12,214.452,1.25211,0.96387,1.02521,0.85071,0.66217,0.76078,0.47094,1.1132,0.80757,0.9993,7.822e-05,7.822e-05,7.822e-05
13,232.839,1.26094,0.96146,1.01069,0.84871,0.65841,0.77216,0.48057,1.08705,0.78228,0.99139,7.624e-05,7.624e-05,7.624e-05
14,249.912,1.23476,0.9055,0.99989,0.8919,0.6508,0.78352,0.49202,1.07052,0.74125,0.97824,7.426e-05,7.426e-05,7.426e-05
15,267.55,1.20723,0.87313,0.99142,0.86614,0.65864,0.78499,0.4946,1.08306,0.73787,0.97727,7.228e-05,7.228e-05,7.228e-05
16,285.924,1.23441,0.90204,1.0077,0.79121,0.72715,0.78972,0.49954,1.06032,0.72221,0.97508,7.03e-05,7.03e-05,7.03e-05
17,302.739,1.1976,0.86164,1.00239,0.78634,0.76143,0.80508,0.50135,1.07931,0.69615,0.98163,6.832e-05,6.832e-05,6.832e-05
18,321.412,1.22216,0.86757,0.99018,0.80027,0.73676,0.79746,0.49156,1.05626,0.6995,0.97357,6.634e-05,6.634e-05,6.634e-05
19,338.541,1.20094,0.84104,0.98311,0.86768,0.69078,0.80337,0.50549,1.06477,0.6801,0.96862,6.436e-05,6.436e-05,6.436e-05
20,357.029,1.2135,0.85809,0.99918,0.81759,0.73966,0.8046,0.50751,1.06071,0.67666,0.97125,6.238e-05,6.238e-05,6.238e-05
21,374.942,1.20192,0.82852,0.99473,0.83746,0.72728,0.80701,0.50772,1.06728,0.68323,0.97102,6.04e-05,6.04e-05,6.04e-05
22,391.929,1.18218,0.81329,0.99174,0.8441,0.74675,0.80681,0.51381,1.04453,0.67882,0.96801,5.842e-05,5.842e-05,5.842e-05
23,409.264,1.19193,0.82497,0.99102,0.82989,0.71336,0.80296,0.5018,1.0649,0.69063,0.96646,5.644e-05,5.644e-05,5.644e-05
24,427.159,1.17903,0.81611,0.97615,0.80751,0.74981,0.8128,0.50947,1.07271,0.67162,0.9697,5.446e-05,5.446e-05,5.446e-05
25,444.424,1.16769,0.79915,0.97838,0.79435,0.77193,0.81099,0.51417,1.04417,0.65836,0.9611,5.248e-05,5.248e-05,5.248e-05
26,461.224,1.16744,0.78301,0.97906,0.80416,0.77165,0.80538,0.5099,1.05273,0.66536,0.96546,5.05e-05,5.05e-05,5.05e-05
27,479.682,1.17177,0.79149,0.98187,0.8075,0.75516,0.81243,0.5193,1.04901,0.65654,0.95773,4.852e-05,4.852e-05,4.852e-05
28,496.551,1.15219,0.79184,0.9843,0.84266,0.76386,0.82315,0.52887,1.04248,0.64392,0.95686,4.654e-05,4.654e-05,4.654e-05
29,514.518,1.20578,0.79643,0.97407,0.84473,0.76412,0.8192,0.52288,1.01807,0.63529,0.94649,4.456e-05,4.456e-05,4.456e-05
30,532.521,1.16586,0.77333,0.9865,0.84383,0.73881,0.81159,0.52301,1.02578,0.63668,0.95406,4.258e-05,4.258e-05,4.258e-05
31,550.001,1.14058,0.75853,0.97515,0.82564,0.75533,0.80863,0.5172,1.05248,0.63918,0.95929,4.06e-05,4.06e-05,4.06e-05
32,568.204,1.16432,0.76571,0.98098,0.81771,0.77114,0.8158,0.5265,1.02212,0.63319,0.94986,3.862e-05,3.862e-05,3.862e-05
33,586.267,1.14125,0.75101,0.9784,0.84709,0.75355,0.82022,0.52603,1.03674,0.63629,0.9526,3.664e-05,3.664e-05,3.664e-05
34,607.581,1.13433,0.74161,0.97296,0.85008,0.75368,0.82474,0.53164,1.02513,0.62766,0.94913,3.466e-05,3.466e-05,3.466e-05
35,624.541,1.16338,0.74674,0.97246,0.82626,0.75665,0.82054,0.53057,1.02608,0.63069,0.95421,3.268e-05,3.268e-05,3.268e-05
36,642.534,1.16492,0.76389,0.96027,0.87072,0.74201,0.82148,0.52337,1.04052,0.62289,0.94888,3.07e-05,3.07e-05,3.07e-05
37,659.698,1.14923,0.75192,0.97524,0.86274,0.74913,0.82045,0.53018,1.01811,0.6141,0.94395,2.872e-05,2.872e-05,2.872e-05
38,676.801,1.13297,0.74362,0.97167,0.82861,0.77231,0.82288,0.53053,1.02039,0.6143,0.94499,2.674e-05,2.674e-05,2.674e-05
39,695.469,1.14368,0.75011,0.97485,0.86341,0.75222,0.82333,0.53343,1.01746,0.61548,0.94536,2.476e-05,2.476e-05,2.476e-05
40,713.601,1.15474,0.75112,0.96781,0.86022,0.7499,0.82668,0.53537,1.01675,0.61818,0.9469,2.278e-05,2.278e-05,2.278e-05
41,735.571,1.11936,0.76229,0.99107,0.83723,0.77131,0.81822,0.52403,1.05097,0.63275,0.95747,2.08e-05,2.08e-05,2.08e-05
42,752.715,1.13033,0.7524,0.99585,0.84078,0.7612,0.82239,0.5251,1.02557,0.63132,0.95178,1.882e-05,1.882e-05,1.882e-05
43,769.472,1.09259,0.7073,0.9831,0.81985,0.7782,0.82383,0.53392,1.01762,0.61542,0.9517,1.684e-05,1.684e-05,1.684e-05
44,787.26,1.08183,0.69524,0.98232,0.82379,0.78401,0.82177,0.53371,1.02229,0.6125,0.95217,1.486e-05,1.486e-05,1.486e-05
45,803.71,1.10924,0.727,0.96702,0.82163,0.77299,0.81919,0.52475,1.02137,0.61199,0.94795,1.288e-05,1.288e-05,1.288e-05
46,820.426,1.09757,0.70848,0.98725,0.8283,0.79258,0.82754,0.52952,1.02484,0.61276,0.94815,1.09e-05,1.09e-05,1.09e-05
47,838.351,1.09953,0.70211,0.98105,0.8234,0.79198,0.82465,0.53064,1.02989,0.60871,0.94968,8.92e-06,8.92e-06,8.92e-06
48,854.76,1.08411,0.70169,0.97012,0.83479,0.78351,0.81958,0.52663,1.02133,0.60687,0.94624,6.94e-06,6.94e-06,6.94e-06
49,871.493,1.06729,0.68875,0.97639,0.83464,0.7817,0.81953,0.53196,1.01583,0.60744,0.94416,4.96e-06,4.96e-06,4.96e-06
50,888.85,1.08201,0.7023,0.97549,0.82848,0.78568,0.82403,0.53382,1.01417,0.60722,0.94362,2.98e-06,2.98e-06,2.98e-06
1,24.8135,2.01227,3.72109,1.5955,0.00204,0.16227,0.0589,0.02262,2.13403,3.80435,2.18021,0.079021,2.1e-05,2.1e-05
2,48.4128,1.58517,2.25539,1.22775,0.26403,0.02537,0.1428,0.08906,1.91642,4.20934,1.90548,0.0570421,4.21486e-05,4.21486e-05
3,72.2507,1.45672,1.63853,1.14936,0.26261,0.36492,0.2625,0.17022,1.45733,3.41397,1.2861,0.0350624,6.2426e-05,6.2426e-05
4,94.9004,1.40472,1.48372,1.12984,0.28326,0.36655,0.30264,0.19029,1.35312,2.39181,1.14592,0.0130818,8.18322e-05,8.18322e-05
5,118.783,1.38064,1.36104,1.10853,0.65619,0.32914,0.33314,0.2034,1.25364,1.49381,1.11165,9.208e-05,9.208e-05,9.208e-05
6,141.733,1.32421,1.26859,1.06969,0.77533,0.38912,0.4132,0.25553,1.22627,1.27663,1.08481,9.01e-05,9.01e-05,9.01e-05
7,166.089,1.35757,1.22198,1.07321,0.46966,0.42062,0.45766,0.28375,1.17012,1.08218,1.06386,8.812e-05,8.812e-05,8.812e-05
8,190.484,1.30567,1.15025,1.07423,0.48863,0.4341,0.46802,0.28372,1.17005,0.9953,1.06887,8.614e-05,8.614e-05,8.614e-05
9,213.35,1.27936,1.09172,1.06468,0.57769,0.4881,0.52571,0.32368,1.15594,0.95304,1.05905,8.416e-05,8.416e-05,8.416e-05
10,237.844,1.24893,1.02704,1.0434,0.80204,0.47841,0.53732,0.32239,1.15669,0.98908,1.04679,8.218e-05,8.218e-05,8.218e-05
11,261.458,1.24178,1.01098,1.04374,0.61809,0.53065,0.54254,0.3415,1.10216,0.85587,1.02841,8.02e-05,8.02e-05,8.02e-05
12,285.898,1.22996,1.00836,1.04284,0.87994,0.52656,0.5858,0.35994,1.1177,0.82369,1.03312,7.822e-05,7.822e-05,7.822e-05
13,309.645,1.23538,0.99663,1.0339,0.83086,0.50453,0.57871,0.35487,1.11449,0.79582,1.02303,7.624e-05,7.624e-05,7.624e-05
14,332.076,1.21963,0.94144,1.02075,0.84309,0.53366,0.59111,0.37211,1.09411,0.77604,1.01245,7.426e-05,7.426e-05,7.426e-05
15,355.646,1.18316,0.9008,1.01002,0.77316,0.54315,0.59879,0.36488,1.11506,0.79642,1.01946,7.228e-05,7.228e-05,7.228e-05
16,379.765,1.19927,0.93581,1.02401,0.73721,0.52878,0.60864,0.37911,1.07123,0.73739,0.99696,7.03e-05,7.03e-05,7.03e-05
17,402.668,1.19126,0.89245,1.02717,0.67215,0.55729,0.5984,0.377,1.09197,0.72513,1.00839,6.832e-05,6.832e-05,6.832e-05
18,426.616,1.20545,0.8875,1.00991,0.88095,0.55615,0.61219,0.37666,1.07464,0.72648,1.00483,6.634e-05,6.634e-05,6.634e-05
19,449.306,1.17706,0.87078,1.00428,0.68681,0.57615,0.61768,0.38736,1.06418,0.73197,0.99797,6.436e-05,6.436e-05,6.436e-05
20,473.348,1.20162,0.8857,1.01857,0.66776,0.60517,0.62702,0.38867,1.06663,0.71779,0.99941,6.238e-05,6.238e-05,6.238e-05
21,496.13,1.1846,0.84394,1.0187,0.6999,0.59107,0.62265,0.39373,1.05034,0.71841,0.99046,6.04e-05,6.04e-05,6.04e-05
22,519.588,1.177,0.83929,1.01419,0.65805,0.60915,0.63216,0.39246,1.06056,0.71725,0.99387,5.842e-05,5.842e-05,5.842e-05
23,544.432,1.16259,0.85359,1.01039,0.6562,0.6025,0.62758,0.3948,1.0706,0.70167,0.99553,5.644e-05,5.644e-05,5.644e-05
24,566.878,1.16502,0.84474,0.99758,0.7965,0.57126,0.65174,0.40628,1.08064,0.69398,1.0012,5.446e-05,5.446e-05,5.446e-05
25,589.869,1.15179,0.82171,1.00145,0.69588,0.57838,0.64584,0.40729,1.04856,0.66418,0.98523,5.248e-05,5.248e-05,5.248e-05
26,613.614,1.15374,0.81002,0.99817,0.74149,0.63866,0.66728,0.41121,1.06708,0.68777,0.99212,5.05e-05,5.05e-05,5.05e-05
27,637.118,1.15433,0.81254,0.99935,0.74363,0.63295,0.66102,0.40232,1.07163,0.67189,0.98975,4.852e-05,4.852e-05,4.852e-05
28,659.812,1.12471,0.81085,0.99611,0.79107,0.59719,0.66202,0.41616,1.04874,0.66585,0.98157,4.654e-05,4.654e-05,4.654e-05
29,683.338,1.19015,0.8154,0.99515,0.77304,0.62839,0.66604,0.40973,1.04365,0.66309,0.98004,4.456e-05,4.456e-05,4.456e-05
30,705.551,1.1433,0.80226,1.00626,0.78014,0.64294,0.66702,0.42152,1.03879,0.64836,0.9777,4.258e-05,4.258e-05,4.258e-05
31,729.958,1.12241,0.78059,0.99765,0.78243,0.62045,0.67486,0.41613,1.06594,0.64953,0.99033,4.06e-05,4.06e-05,4.06e-05
32,753.353,1.14119,0.78696,1.00057,0.72595,0.6229,0.67335,0.42349,1.0365,0.65526,0.97813,3.862e-05,3.862e-05,3.862e-05
33,776.866,1.12326,0.77012,1.00181,0.70373,0.65271,0.67149,0.41657,1.04314,0.64299,0.97854,3.664e-05,3.664e-05,3.664e-05
34,799.978,1.12487,0.77051,0.99323,0.78567,0.61003,0.67433,0.42093,1.03578,0.63677,0.9765,3.466e-05,3.466e-05,3.466e-05
35,822.768,1.14943,0.7566,0.9926,0.82632,0.60081,0.67483,0.42338,1.03848,0.63351,0.98091,3.268e-05,3.268e-05,3.268e-05
36,846.973,1.1575,0.78167,0.97983,0.76128,0.64569,0.68099,0.42341,1.05895,0.64745,0.98472,3.07e-05,3.07e-05,3.07e-05
1,26.4999,1.8536,2.84167,1.53775,0.00261,0.14314,0.0017,0.00069,2.23832,4.78982,2.28388,0.0811,0.0021,0.0021
2,52.0485,1.54005,1.55811,1.29537,0.00035,0.02424,0.00018,6e-05,2.38579,inf,21.9154,0.0612149,0.00421486,0.00421486
3,74.5282,1.4135,1.24876,1.23524,0.00321,0.16789,0.00223,0.00121,1.96355,34.1132,2.28927,0.0412426,0.0062426,0.0062426
4,98.602,1.38858,1.16424,1.23026,0.40001,0.18882,0.04786,0.02533,1.85716,4.9667,2.05985,0.0211832,0.00818322,0.00818322
1,23.3766,1.8536,2.84167,1.53775,0.00261,0.14314,0.0017,0.00069,2.23832,4.78982,2.28388,0.0811,0.0021,0.0021
2,48.8142,1.54005,1.55811,1.29537,0.00035,0.02424,0.00018,6e-05,2.38579,inf,21.9154,0.0612149,0.00421486,0.00421486
3,73.5617,1.4135,1.24876,1.23524,0.00321,0.16789,0.00223,0.00121,1.96355,34.1132,2.28927,0.0412426,0.0062426,0.0062426
4,96.3511,1.38858,1.16424,1.23026,0.40001,0.18882,0.04786,0.02533,1.85716,4.9667,2.05985,0.0211832,0.00818322,0.00818322
5,120.983,1.40664,1.14344,1.21722,0.06182,0.15809,0.04255,0.01562,2.25954,21.7927,2.74671,0.009208,0.009208,0.009208
6,144.487,1.32421,1.06544,1.1685,0.63738,0.21447,0.23312,0.10226,1.8476,9.21494,1.8101,0.00901,0.00901,0.00901
7,167.577,1.33289,1.01831,1.15396,0.43845,0.30289,0.33986,0.19429,1.61463,2.01047,1.5902,0.008812,0.008812,0.008812
8,191.062,1.30497,0.97027,1.16235,0.36854,0.30624,0.30504,0.15844,1.55281,2.48881,1.55033,0.008614,0.008614,0.008614
9,214.274,1.31274,0.95298,1.17415,0.38921,0.38072,0.3324,0.19396,1.38486,2.49566,1.34878,0.008416,0.008416,0.008416
10,239.068,1.30657,0.89838,1.16579,0.61148,0.42085,0.48136,0.26263,1.42307,1.56628,1.30761,0.008218,0.008218,0.008218
11,262.091,1.22134,0.87058,1.13351,0.53945,0.34364,0.44391,0.25194,1.27103,1.64615,1.17146,0.00802,0.00802,0.00802
12,285.388,1.24643,0.88223,1.13652,0.79404,0.35214,0.44613,0.24053,1.50925,1.97782,1.3411,0.007822,0.007822,0.007822
13,308.882,1.22351,0.87927,1.13005,0.52225,0.39011,0.42046,0.23779,1.44981,1.60072,1.29722,0.007624,0.007624,0.007624
14,331.721,1.21214,0.82529,1.1229,0.60405,0.52154,0.54903,0.31371,1.2798,0.98337,1.18872,0.007426,0.007426,0.007426
15,355.478,1.18147,0.79358,1.11171,0.69502,0.5402,0.59549,0.35724,1.25875,0.92604,1.15049,0.007228,0.007228,0.007228
16,378.985,1.22461,0.80975,1.12431,0.6095,0.57696,0.577,0.33982,1.28347,0.97934,1.19485,0.00703,0.00703,0.00703
17,404.067,1.21043,0.81893,1.11699,0.6397,0.44878,0.54302,0.32656,1.28526,1.19012,1.18861,0.006832,0.006832,0.006832
18,428.644,1.20119,0.78464,1.10052,0.70746,0.57599,0.6217,0.35041,1.25464,0.97986,1.15014,0.006634,0.006634,0.006634
19,451.304,1.1907,0.76438,1.10166,0.69756,0.53417,0.5903,0.36213,1.17948,0.93634,1.13829,0.006436,0.006436,0.006436
20,476.103,1.18514,0.7758,1.09705,0.80795,0.56059,0.63997,0.38774,1.20558,0.87703,1.12914,0.006238,0.006238,0.006238
21,499.704,1.17967,0.75292,1.10286,0.75692,0.51965,0.60654,0.36156,1.20866,0.97875,1.14066,0.00604,0.00604,0.00604
22,524.099,1.15075,0.7318,1.08778,0.66947,0.55662,0.60011,0.3606,1.17998,0.84598,1.11724,0.005842,0.005842,0.005842
23,548.146,1.14784,0.74893,1.08651,0.75907,0.60933,0.63235,0.37043,1.23188,0.84167,1.13173,0.005644,0.005644,0.005644
24,570.864,1.13296,0.70936,1.05909,0.69126,0.64246,0.65369,0.39181,1.16812,0.75263,1.10677,0.005446,0.005446,0.005446
25,595.39,1.10799,0.68946,1.07078,0.70516,0.57517,0.64982,0.40078,1.14248,0.82957,1.10818,0.005248,0.005248,0.005248
26,618.977,1.11398,0.68652,1.07669,0.6385,0.58092,0.64114,0.39139,1.1383,0.75232,1.09859,0.00505,0.00505,0.00505
27,642.534,1.0982,0.66103,1.06514,0.70708,0.58456,0.65062,0.39838,1.1199,0.74875,1.08398,0.004852,0.004852,0.004852
28,665.613,1.09716,0.67566,1.07748,0.75754,0.59288,0.66758,0.40934,1.0928,0.73875,1.07322,0.004654,0.004654,0.004654
29,689.529,1.1163,0.66254,1.05144,0.71599,0.65417,0.6742,0.40899,1.15663,0.78512,1.10493,0.004456,0.004456,0.004456
30,712.224,1.0996,0.65259,1.06015,0.70508,0.65326,0.67623,0.40583,1.143,0.68318,1.08957,0.004258,0.004258,0.004258
31,735.978,1.05653,0.64016,1.05501,0.73658,0.63528,0.68912,0.43646,1.10376,0.65092,1.06992,0.00406,0.00406,0.00406
32,760.215,1.09845,0.64155,1.06619,0.74456,0.64925,0.70733,0.44074,1.09399,0.6287,1.0623,0.003862,0.003862,0.003862
33,783.959,1.08356,0.63175,1.05436,0.72041,0.65549,0.68863,0.42584,1.09214,0.66473,1.06173,0.003664,0.003664,0.003664
34,808.105,1.07468,0.63191,1.05029,0.83151,0.62874,0.71109,0.43317,1.07211,0.6512,1.05109,0.003466,0.003466,0.003466
35,830.474,1.08317,0.61615,1.0563,0.73076,0.67757,0.71481,0.44381,1.10809,0.60687,1.07952,0.003268,0.003268,0.003268
36,853.146,1.09709,0.62375,1.03583,0.81474,0.67057,0.72461,0.45066,1.08825,0.64756,1.0643,0.00307,0.00307,0.00307
37,877.273,1.05194,0.60725,1.05106,0.84417,0.63722,0.74621,0.46396,1.09122,0.59159,1.06077,0.002872,0.002872,0.002872
38,900.225,1.03728,0.59293,1.03584,0.75594,0.69299,0.75006,0.46293,1.07394,0.58065,1.05373,0.002674,0.002674,0.002674
39,924.395,1.03527,0.58484,1.03918,0.72993,0.72334,0.7495,0.47705,1.04652,0.58332,1.03834,0.002476,0.002476,0.002476
40,948.095,1.02291,0.58118,1.02669,0.75383,0.7034,0.73658,0.46633,1.04107,0.55711,1.0381,0.002278,0.002278,0.002278
41,976.605,1.02975,0.56709,1.04086,0.73604,0.69078,0.73546,0.46436,1.09365,0.60127,1.06204,0.00208,0.00208,0.00208
42,998.717,1.02751,0.53828,1.032,0.8561,0.64778,0.74654,0.46726,1.05001,0.59857,1.04644,0.001882,0.001882,0.001882
43,1020.36,1.0019,0.52989,1.02662,0.84401,0.6571,0.74683,0.46845,1.06699,0.60131,1.05125,0.001684,0.001684,0.001684
44,1042.7,0.9932,0.52204,1.02678,0.75484,0.69889,0.74908,0.46685,1.07473,0.58093,1.06083,0.001486,0.001486,0.001486
45,1065.16,0.98239,0.51575,1.00841,0.76881,0.69073,0.75448,0.48165,1.03351,0.56159,1.03643,0.001288,0.001288,0.001288
46,1087.94,0.97515,0.51435,1.01725,0.84253,0.73262,0.77531,0.49067,1.06436,0.55244,1.04585,0.00109,0.00109,0.00109
47,1109.57,0.97486,0.49619,1.00764,0.84443,0.70741,0.79059,0.49438,1.04645,0.53493,1.03479,0.000892,0.000892,0.000892
48,1133.03,0.96197,0.48561,0.99855,0.80261,0.73445,0.78762,0.49496,1.02986,0.52718,1.02595,0.000694,0.000694,0.000694
49,1155.16,0.95905,0.48575,1.00698,0.79036,0.7484,0.77797,0.49821,1.033,0.52487,1.02767,0.000496,0.000496,0.000496
50,1177.27,0.95582,0.47131,0.99506,0.80909,0.72518,0.78107,0.50302,1.03416,0.5199,1.0273,0.000298,0.000298,0.000298
